0	306.687	305.965	318.638	323.74	307.208	325.941	15719	315.704	331.212	322.936	324.196	285.079	1624.21	424.492	0.141421	243.689	451.971	419.483	9.33381	4788.91	529.709	4776.74	559.987	4796.34	768.511	4757.42	4733.32	2403.78	4681.04	394.602	
1	353.821	358.457	346.431	361.68	371.961	295.976	15051.8	330.832	327.612	359.172	346.41	297.489	0.2	416.31	30.9968	208.052	429.516	444.652	0	544.764	4805.16	405.792	4838.4	4780.53	4652.2	4751.68	4782.94	2409.11	9242.14	442.514	
2	346.497	331.297	345.076	296.953	328.416	356.198	421.24	324.562	321.847	334.535	345.308	338.578	1152.62	232.266	0	255.579	427.593	423.48	0	668.526	4783.22	4792.42	542.303	4738.61	0	4783.04	375.096	2409.84	392.246	457.343	
3	340.169	452.994	333.213	387.839	257.601	325.102	346.266	338.696	340.237	337.024	332.383	290.164	15573.3	307.907	0	244.267	436.189	421.074	32.5776	562.599	608.928	560.478	4789.63	557.452	0	380.023	4733.74	2391.59	8730.16	374.914	
4	304.951	239.602	352.111	378.054	312.867	311.547	327.61	331.715	339.821	346.519	344.352	336.427	14390.7	200.779	6.22254	203.977	445.411	435.293	0.2	532.881	4802.61	4788.51	611.016	4804.45	0	4738.82	4730.64	2420.77	605.429	384.543	
5	346.473	329.742	309.222	314.07	323.812	371.566	323.244	331.264	344.68	345.306	345.825	333.447	472.588	225.801	0.141421	244.571	430.673	428.619	1411.72	483.895	4798.85	230.752	561.694	4797.31	0	4767.87	4734.89	2421	396.876	441.942	
6	321.079	291.439	267.501	306.334	354.693	309.644	325.39	333.789	329.598	324.787	339.254	292.843	280.042	33.7378	201.356	446.698	437.446	436.571	15510.8	617.331	4788.4	4795.26	4790.6	4770.56	0	398.629	4733.22	2417.8	5263.57	446.719	
7	333.7	315.938	332.401	324.499	336.373	379.767	332.093	345.204	343.647	352.29	337.357	342.136	320.39	0	182.527	429.025	422.998	487.757	14390.7	558.885	4785.59	4779.14	603.141	4813.92	0.2	4736.49	4751.93	2410.45	591.223	380.442	
8	303.347	236.101	330.923	129.917	326.4	278.344	349.037	329.274	336.515	352.077	344.518	276.638	274.538	0	176.92	434.097	434.254	444.888	777.329	4833.35	4790.36	392.951	4777.73	4807.62	1351.62	4752.8	4788.03	2394.41	372.801	434.597	
9	315.279	335.529	265.1	355.7	247.002	340.21	336.001	332.079	339.431	326.947	337.569	348.271	300.964	0.141421	194.174	442.979	422.768	428.937	591.937	532.904	4775.65	4792.17	4802.57	4789.18	13375.8	4734.81	401.646	4706.34	8148.58	372.716	
10	323.372	321.346	346.455	333.859	255.001	293.542	363.513	346.024	352.357	356.051	335.886	293.868	292.687	33.6809	197.57	450.818	437.21	486.297	595.466	584.211	4789.35	4790.12	4796.4	4781.07	12266.1	4755.13	4740.01	5529.35	4096.69	436.16	
11	329.492	326.381	346.239	359.825	339.327	337.866	342.225	340.771	352.973	356.578	333.09	327.321	277.966	29.6746	200.651	437.407	435.851	453.104	608.673	604.175	4790.47	4790.62	4774.12	530.571	615.383	4733.29	4730.75	2207.25	719.317	439.611	
12	311.957	266.9	331.717	352.067	322.082	360.876	341.921	324.042	337.59	349.925	326.397	343.257	307.706	29.9813	192.525	436.81	432.98	446.401	684.964	666.674	4821.1	4732.81	4780.31	4798.09	407.764	4737.11	4750.51	670.397	5241.32	450.951	
13	331.861	220.601	317.204	380.147	373.149	310.049	335.409	338.727	373.282	325.396	328.027	342.661	294.9	8.48528	181.829	422.169	430.036	487.758	680.668	598.97	450.84	4813.16	4795.78	4789.24	4749.46	4752.46	4737.1	468.023	600.151	443.785	
14	300.231	348.579	181.601	359.143	216.701	161.801	328.894	331.771	332.151	356.666	322.563	320.778	282.257	3.53553	196.163	443.984	414.965	430.019	587.991	611.239	4762.48	4740.68	546.599	490.241	4757.83	4751.4	4782.29	4728.24	390.639	450.631	
15	303.448	315.983	345.503	320.448	347.28	354.665	326.389	338.266	354.905	346.419	330.693	323.219	286.208	20.7509	190.342	444.888	415.888	451.111	688.375	4786.6	4773.3	554.454	4771.4	531	4764.42	4739	395.84	2420.88	4679.35	449.068	
16	239.014	309.258	215.501	357.409	296.42	374.814	355.254	322.898	340.596	352.143	347.608	326.912	299.788	39.9011	174.05	435.552	429.089	518.865	530.499	557.945	540.085	4789.88	630.737	4778.64	400.399	4737.28	4739.13	2366.67	2067.13	383.172	
17	268.741	364.998	341.868	374.751	340.825	355.295	323.298	330.999	345.059	366.396	317.465	333.387	275.741	31.6926	245.781	442.674	428.022	431.946	664.277	596.501	4793.27	4777.24	529.022	4777.47	4738.07	4748.67	4782.84	2377.56	416.303	439.721	
18	331.9	317.734	192.601	393.102	329.802	325.504	347.399	322.226	328.07	329.069	323.069	336.191	298.263	14.7031	186.147	423.494	440.162	435.143	604.312	441.549	4818.39	4776.91	4774.12	4843.02	4765.09	4750.2	404.369	2349.16	5553.32	377.08	
19	321.778	391.962	351.684	301.545	320.505	367.601	356.672	340.178	362.11	337.578	335.796	326.105	312.767	12.1202	209.095	448.383	426.647	449.072	614.699	517.071	492.41	534.846	324.215	559.306	394.733	4783.93	4753.18	4669.67	581.547	458.444	
20	217.4	339.346	302.154	258.001	346.735	353.757	352.134	330.312	321.068	346.208	342.88	341.131	274.42	12.5539	206.499	439.172	443.859	433.427	445.917	578.721	610.584	4776.53	525.258	4798.65	4755.92	398.875	4735.44	2364.75	386.773	453.518	
